,data,valor
857,2015-07-01,0.55
858,2015-08-01,0.59
859,2015-09-01,0.22
860,2015-10-01,0.36
861,2015-11-01,0.34
862,2015-12-01,0.1
863,2016-01-01,0.39
864,2016-02-01,0.54
865,2016-03-01,0.64
866,2016-04-01,0.55
867,2016-05-01,0.08
868,2016-06-01,1.93
869,2016-07-01,0.49
870,2016-08-01,0.29
871,2016-09-01,0.33
872,2016-10-01,0.21
873,2016-11-01,0.16
874,2016-12-01,0.34
875,2017-01-01,0.41
876,2017-02-01,0.65
877,2017-03-01,0.16
878,2017-04-01,-0.02
879,2017-05-01,0.63
880,2017-06-01,0.93
881,2017-07-01,0.3
882,2017-08-01,0.36
883,2017-09-01,0.06
884,2017-10-01,0.31
885,2017-11-01,0.31
886,2017-12-01,0.07
887,2018-01-01,0.31
888,2018-02-01,0.13
889,2018-03-01,0.24
890,2018-04-01,0.29
891,2018-05-01,0.23
892,2018-06-01,0.97
893,2018-07-01,0.61
894,2018-08-01,0.15
895,2018-09-01,0.23
896,2018-10-01,0.35
897,2018-11-01,0.13
898,2018-12-01,0.13
899,2019-01-01,0.49
900,2019-02-01,0.09
901,2019-03-01,0.31
902,2019-04-01,0.38
903,2019-05-01,0.03
904,2019-06-01,0.88
905,2019-07-01,0.58
906,2019-08-01,0.42
907,2019-09-01,0.46
908,2019-10-01,0.18
909,2019-11-01,0.04
910,2019-12-01,0.21
911,2020-01-01,0.38
912,2020-02-01,0.33
913,2020-03-01,0.26
914,2020-04-01,0.22
915,2020-05-01,0.2
916,2020-06-01,0.34
917,2020-07-01,1.17
918,2020-08-01,0.72
919,2020-09-01,1.16
920,2020-10-01,1.73
921,2020-11-01,1.28
922,2020-12-01,0.7
923,2021-01-01,0.89
924,2021-02-01,1.89
925,2021-03-01,1.3
926,2021-04-01,0.9
927,2021-05-01,2.22
928,2021-06-01,2.16
929,2021-07-01,0.85
930,2021-08-01,0.46
931,2021-09-01,0.51
932,2021-10-01,0.86
933,2021-11-01,0.67
934,2021-12-01,0.35
935,2022-01-01,0.71
936,2022-02-01,0.38
937,2022-03-01,0.86
938,2022-04-01,0.95
939,2022-05-01,2.28
940,2022-06-01,2.14
941,2022-07-01,0.86
942,2022-08-01,0.09
943,2022-09-01,0.09
